SCHOOL_YEAR,District,District_Name,SCHOOL_ID,SCHOOL_NAME,K_8_Attendance_Rate_PCT,K_8_Promotion_Rate_PCT,State_Goal_Attendance_Rate,State_Goal_Promotion_Rate,Attendance_Rate_PCT,Cohort_Dropout__PCT,Graduation_Rate_NCLB_PCT,Event_Dropout_PCT,All_grad_rate,White_grad_rate,African_American_grad_rate,Hispanic_grad_rate,Asian_grad_rate,Native_American_grad_rate,Hawaiian_PacIsld_grad_rate,Male_grad_rate,Female_grad_rate,Economically_Disadvantaged_grad_rate,Students_with_Disabilities_grad_rate,Limited_English_Proficient_grad_rate,
2016,190,Davidson County,704,Whites Creek High,,,,,90.34,14.52,78.49,4.42,78.49,57.14,82.12,85.71,,,,68.97,86.87,81.91,61.90,75.00,
2016,190,Davidson County,715,Wright Middle,93.85,98.82,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,720,The Academy at Hickory Hollow,,,,,67.65,3.82,82.44,18.75,82.44,83.33,95.74,69.81,83.33,100.00,,79.71,85.48,83.33,85.71,71.05,
2016,190,Davidson County,725,Transitions at Bass,,,,,73.08,,,33.07,,,,,,,,,,,,,
2016,190,Davidson County,735,MNPS Middle School ALC,76.32,100.00,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,740,Johnson Alternative Learning Center,,,,,68.92,0.00,0.00,5.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,
2016,190,Davidson County,745,The Cohn Learning Center,,,,,94.57,75.56,0.00,26.03,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,
2016,190,Davidson County,750,Smith Springs Elementary School,95.55,100.00,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,755,Waverly-Belmont Elementary School,94.77,98.99,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8001,Smithson Craighead Academy,93.99,95.22,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8002,K I P P Academy Nashville,96.17,96.66,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8003,Lead Academy,97.48,100.00,,,95.65,8.51,78.72,1.39,78.72,75.00,79.49,75.00,,,,76.92,80.95,87.50,50.00,100.00,
2016,190,Davidson County,8004,New Vision Academy,94.74,100.00,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8005,Liberty Collegiate Academy,96.91,96.12,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8006,STEM Prep Academy,97.82,90.98,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8008,Nashville Prep,95.61,99.50,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8009,East End Preparatory School,95.23,97.77,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8010,Cameron College Preparatory,93.24,99.67,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8011,K I P P Nashville Collegiate High School,,,,,94.85,,,0.43,,,,,,,,,,,,,
2016,190,Davidson County,8012,Knowledge Academy,96.21,98.68,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8013,LEAD Prep Southeast,95.09,100.00,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8042,KIPP Nashville College Prep,95.08,100.00,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8044,Nashville Classical,95.67,92.74,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8045,Valor Flagship Academy,97.00,95.38,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8046,Purpose Prep,96.33,93.95,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8048,Intrepid College Preparatory Charter School,96.90,88.26,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8050,Rocketship Nashville Northeast Elementary,93.01,100.00,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8055,Nashville Academy of Computer Science,96.59,100.00,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8060,Explore Community School,95.40,98.82,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8065,Knowledge Academies High School,,,,,95.24,,,0.98,,,,,,,,,,,,,
2016,190,Davidson County,8070,Rocketship United,93.09,95.87,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8075,STEM Prep High School,,,,,98.46,,,0.68,,,,,,,,,,,,,
2016,190,Davidson County,8080,Valor Voyager Academy,96.52,96.05,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8090,Strive Collegiate Academy,95.73,95.61,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8095,KIPP Academy Nashville Elementary School,93.26,93.82,,,,,,,,,,,,,,,,,,,
2016,190,Davidson County,8100,RePublic High School,,,,,96.25,,,0.52,,,,,,,,,,,,,
2016,200,Decatur County,3,Riverside High School,,,,,97.12,4.35,93.48,0.99,93.48,92.68,100.00,100.00,,100.00,,95.83,90.91,92.31,83.33,100.00,
2016,200,Decatur County,5,Decaturville Elementary,95.80,94.07,,,,,,,,,,,,,,,,,,,
2016,200,Decatur County,10,Parsons Elementary,93.22,96.67,,,,,,,,,,,,,,,,,,,
2016,200,Decatur County,20,Decatur County Middle School,93.54,98.13,,,,,,,,,,,,,,,,,,,
2016,210,DeKalb County,10,De Kalb County Adult High School,,,,,100.00,,,14.29,,,,,,,,,,,,,
2016,210,DeKalb County,25,De Kalb County High School,,,,,97.38,1.82,97.58,1.30,97.58,97.12,100.00,100.00,,100.00,,97.33,97.78,97.83,84.21,100.00,
2016,210,DeKalb County,37,DeKalb Middle School,99.62,100.00,,,,,,,,,,,,,,,,,,,
2016,210,DeKalb County,40,Northside Elementary,99.22,99.51,,,,,,,,,,,,,,,,,,,
2016,210,DeKalb County,45,Smithville Elementary,96.71,97.73,,,,,,,,,,,,,,,,,,,
2016,210,DeKalb County,50,DeKalb West Elementary,96.68,98.34,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,5,Stuart Burns Elementary,95.94,99.48,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,7,Charlotte Elementary,96.32,97.86,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,8,Centennial Elementary,96.54,100.00,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,10,New Directions Academy,93.10,92.59,,,79.17,100.00,0.00,1.98,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,,
2016,220,Dickson County,15,Charlotte Middle School,94.60,100.00,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,17,Creek Wood High School,,,,,97.53,1.37,94.98,0.48,94.98,94.79,100.00,100.00,,100.00,,91.87,98.96,93.62,80.00,,
2016,220,Dickson County,18,Dickson County Adult High School,,,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,20,Dickson Elementary,94.68,99.31,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,23,Dickson Middle School,95.47,99.30,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,25,Dickson County High School,,,,,97.16,3.20,93.07,0.42,93.07,93.19,92.31,89.47,100.00,100.00,100.00,91.09,95.38,92.65,82.05,83.33,
2016,220,Dickson County,28,The Discovery School,96.46,98.24,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,30,Oakmont Elementary,94.72,98.58,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,40,Vanleer Elementary,96.09,99.66,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,44,White Bluff Elementary,96.37,99.42,,,,,,,,,,,,,,,,,,,
2016,220,Dickson County,50,W James Middle School,96.73,99.63,,,,,,,,,,,,,,,,,,,
2016,230,Dyer County,15,Northview Middle School,95.63,100.00,,,,,,,,,,,,,,,,,,,
2016,230,Dyer County,18,Dyer County High School,,,,,97.18,3.62,94.57,0.86,94.57,94.14,96.77,100.00,,,,94.27,94.96,91.14,77.78,100.00,
2016,230,Dyer County,20,Fifth Consolidated School,95.80,98.28,,,,,,,,,,,,,,,,,,,
2016,230,Dyer County,25,Finley Elementary,95.93,98.64,,,,,,,,,,,,,,,,,,,
2016,230,Dyer County,30,Holice Powell Elementary,95.13,96.90,,,,,,,,,,,,,,,,,,,
2016,230,Dyer County,35,Newbern Elementary School,95.34,99.10,,,,,,,,,,,,,,,,,,,
2016,230,Dyer County,43,Three Oaks Middle School,95.15,100.00,,,,,,,,,,,,,,,,,,,
2016,230,Dyer County,45,Trimble Elementary,95.29,99.42,,,,,,,,,,,,,,,,,,,
2016,231,Dyersburg,12,Dyersburg Intermediate School,95.72,99.67,,,,,,,,,,,,,,,,,,,
2016,231,Dyersburg,15,Dyersburg High School,,,,,95.40,10.31,86.08,1.23,86.08,84.54,86.21,100.00,100.00,,,83.52,88.35,90.91,66.67,100.00,
2016,231,Dyersburg,21,Dyersburg Middle School,95.95,100.00,,,,,,,,,,,,,,,,,,,
2016,231,Dyersburg,25,Dyersburg Primary,93.98,99.09,,,,,,,,,,,,,,,,,,,
2016,240,Fayette County,18,East Jr. High School,96.11,98.92,,,,,,,,,,,,,,,,,,,
2016,240,Fayette County,26,Fayette Ware Comprehensive High School,,,,,91.91,10.55,75.53,2.01,75.53,56.76,84.08,80.00,100.00,,,72.36,78.95,86.27,50.00,100.00,
2016,240,Fayette County,46,La Grange Moscow Elementary,92.71,97.61,,,,,,,,,,,,,,,,,,,
2016,240,Fayette County,60,Oakland Elementary,93.95,98.95,,,,,,,,,,,,,,,,,,,
2016,240,Fayette County,70,Southwest Elementary,93.85,98.78,,,,,,,,,,,,,,,,,,,
2016,240,Fayette County,90,West Junior High School,94.24,94.95,,,,,,,,,,,,,,,,,,,
2016,240,Fayette County,95,Buckley-Carpenter Elementary School,94.25,99.47,,,,,,,,,,,,,,,,,,,
2016,250,Fentress County,5,Allardt Elementary,95.36,97.82,,,,,,,,,,,,,,,,,,,
2016,250,Fentress County,25,Clarkrange High School,,,,,93.20,0.00,100.00,0.00,100.00,100.00,,,100.00,,100.00,100.00,100.00,100.00,100.00,,
2016,250,Fentress County,33,South Fentress Elementary School,94.78,99.29,,,,,,,,,,,,,,,,,,,
2016,250,Fentress County,40,Pine Haven Elementary,94.43,96.96,,,,,,,,,,,,,,,,,,,
2016,250,Fentress County,52,Fentress Co Adult High School,,,,,,,,53.85,,,,,,,,,,,,,
2016,250,Fentress County,60,York Elementary,95.04,97.09,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,15,Broadview Elementary,99.56,98.08,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,30,Clark Memorial School,98.32,98.90,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,35,Cowan Elementary,98.19,99.08,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,40,Decherd Elementary,98.57,99.69,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,50,Franklin Co High School,,,,,97.23,5.54,89.75,1.88,89.75,89.81,100.00,85.71,33.33,,,86.44,92.93,86.81,78.18,100.00,
2016,260,Franklin County,65,Huntland School,99.40,99.37,,,98.33,0.00,100.00,0.38,100.00,100.00,100.00,100.00,,100.00,,100.00,100.00,100.00,100.00,,
2016,260,Franklin County,80,North Middle School,98.66,99.24,,,,,,0.00,,,,,,,,,,,,,
2016,260,Franklin County,82,North Lake Elementary,98.93,99.26,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,87,Rock Creek Elementary,98.72,97.13,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,90,Sewanee Elementary,99.04,99.51,,,,,,,,,,,,,,,,,,,
2016,260,Franklin County,115,South Middle School,98.47,100.00,,,,,,,,,,,,,,,,,,,
2016,271,Humboldt,20,Humboldt Junior/Senior High School,94.96,100.00,,,99.26,0.00,92.31,1.94,92.31,62.50,97.56,100.00,,100.00,,85.71,100.00,100.00,87.50,100.00,
2016,271,Humboldt,27,East Elementary School,95.09,100.00,,,,,,,,,,,,,,,,,,,
2016,271,Humboldt,29,Stigall Primary School,93.72,100.00,,,,,,,,,,,,,,,,,,,
2016,272,Milan,10,Milan High School,,,,,95.10,0.78,99.22,0.43,99.22,100.00,97.37,100.00,100.00,100.00,,100.00,98.55,100.00,94.44,100.00,
2016,272,Milan,15,Milan Middle School,98.38,100.00,,,,,,,,,,,,,,,,,,,
2016,272,Milan,25,Milan Elementary,96.05,98.82,,,,,,,,,,,,,,,,,,,
2016,273,Trenton,5,Peabody High School,,,,,95.49,1.05,96.84,0.46,96.84,98.31,93.33,100.00,,,100.00,98.21,94.87,100.00,83.33,100.00,
2016,273,Trenton,10,Trenton Middle School,96.42,100.00,,,,,,,,,,,,,,,,,,,
2016,273,Trenton,15,Trenton Elementary,95.57,97.74,,,,,,,,,,,,,,,,,,,
2016,274,Bradford,5,Bradford High School,97.22,100.00,,,95.71,3.70,92.59,1.28,92.59,91.67,100.00,,,,,92.86,92.31,83.33,50.00,,
2016,274,Bradford,10,Bradford Elementary,96.82,97.89,,,,,,,,,,,,,,,,,,,
2016,275,Gibson Co Sp Dist,15,Dyer Elementary,96.34,98.81,,,,,,,,,,,,,,,,,,,
2016,275,Gibson Co Sp Dist,33,Gibson County High School,,,,,96.87,3.54,89.38,0.80,89.38,90.00,83.33,100.00,,,,90.57,88.33,85.19,62.50,,
2016,275,Gibson Co Sp Dist,35,Kenton Elementary School,94.79,100.00,,,,,,,,,,,,,,,,,,,
2016,275,Gibson Co Sp Dist,37,South Gibson County High School,,,,,94.59,0.00,98.17,0.00,98.17,98.00,100.00,100.00,,100.00,,96.70,100.00,100.00,84.62,100.00,
2016,275,Gibson Co Sp Dist,40,Medina Elementary,96.21,98.41,,,,,,,,,,,,,,,,,,,
2016,275,Gibson Co Sp Dist,45,Medina Middle School,97.00,99.38,,,,,,,,,,,,,,,,,,,
2016,275,Gibson Co Sp Dist,55,Rutherford Elementary,96.55,98.87,,,,,,,,,,,,,,,,,,,
2016,275,Gibson Co Sp Dist,65,Spring Hill Elementary,96.18,98.53,,,,,,,,,,,,,,,,,,,
2016,275,Gibson Co Sp Dist,85,Yorkville Elementary,95.80,99.17,,,,,,,,,,,,,,,,,,,
2016,280,Giles County,7,Bridgeforth Middle School,96.14,99.25,,,,,,,,,,,,,,,,,,,
2016,280,Giles County,35,Elkton Elementary,97.78,99.13,,,,,,,,,,,,,,,,,,,
2016,280,Giles County,45,Giles Co High School,,,,,95.09,7.25,89.37,2.21,89.37,87.50,96.00,100.00,,0.00,100.00,88.35,90.38,92.65,72.22,,
2016,280,Giles County,65,Minor Hill School,95.74,99.67,,,,,,,,,,,,,,,,,,,
2016,280,Giles County,72,Pulaski Elementary,94.92,97.33,,,,,,,,,,,,,,,,,,,
2016,280,Giles County,81,Richland Elementary,95.31,99.73,,,,,,,,,,,,,,,,,,,
2016,280,Giles County,84,Richland School,98.56,100.00,,,96.06,12.00,82.67,1.99,82.67,84.51,50.00,0.00,100.00,,,81.25,83.72,80.95,81.82,,
2016,280,Giles County,87,Southside Elementary,95.65,98.99,,,,,,,,,,,,,,,,,,,
2016,290,Grainger County,5,Bean Station Elementary,93.94,99.40,,,,,,,,,,,,,,,,,,,
2016,290,Grainger County,7,Grainger Co Adult High,,,,,71.43,,,41.18,,,,,,,,,,,,,
2016,290,Grainger County,8,Grainger High School,,,,,91.49,2.95,92.41,1.20,92.41,92.41,100.00,90.00,,100.00,,89.26,95.69,62.50,69.23,66.67,
2016,290,Grainger County,10,Joppa Elementary,89.44,,,,,,,,,,,,,,,,,,,,
2016,290,Grainger County,15,Rutledge Primary,89.36,,,,,,,,,,,,,,,,,,,,
2016,290,Grainger County,18,Rutledge Elementary School,91.37,,,,,,,,,,,,,,,,,,,,
2016,290,Grainger County,23,Rutledge Middle School,90.11,,,,,,,,,,,,,,,,,,,,
2016,290,Grainger County,30,Washburn School,89.69,,,,90.68,2.70,97.30,0.00,97.30,97.30,,,,,,95.00,100.00,100.00,100.00,,
2016,290,Grainger County,32,Grainger Academy,,,,,84.62,14.29,71.43,5.26,71.43,70.37,,100.00,,,,76.47,63.64,,,,
2016,300,Greene County,5,Baileyton Elementary,96.09,97.45,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,10,Camp Creek Elementary,95.32,96.84,,,,,,0.00,,,,,,,,,,,,,
2016,300,Greene County,20,Chuckey Elementary,94.84,94.49,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,25,Chuckey Doak Middle School,95.07,100.00,,,,,,0.00,,,,,,,,,,,,,
2016,300,Greene County,28,Chuckey Doak High School,,,,,95.37,0.70,95.10,0.28,95.10,95.00,100.00,100.00,,,,92.21,98.48,97.30,80.00,,
2016,300,Greene County,30,Debusk Elementary,95.60,98.51,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,35,Doak Elementary,95.85,97.67,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,40,Glenwood Elementary,96.41,98.50,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,55,McDonald Elementary,94.89,97.60,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,60,Mosheim Elementary,95.40,97.20,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,67,Nolachuckey Elementary,95.83,99.03,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,70,North Greene High School,,100.00,,,96.99,0.00,99.09,0.23,99.09,99.07,,100.00,,100.00,,98.11,100.00,100.00,93.75,,
2016,300,Greene County,75,Ottway Elementary,95.90,98.37,,,,,,,,,,,,,,,,,,,
2016,300,Greene County,80,South Greene High School,,,,,96.96,0.00,98.35,0.18,98.35,98.26,100.00,100.00,,,,97.10,100.00,100.00,84.62,,
2016,300,Greene County,95,West Greene High School,,,,,94.53,2.47,93.83,0.27,93.83,93.71,,100.00,,,,92.63,95.52,93.88,77.78,,
2016,300,Greene County,100,West Pines Elementary,95.96,99.49,,,,,,,,,,,,,,,,,,,
2016,301,Greeneville,8,C Hal Henard Elementary,96.05,99.73,,,,,,,,,,,,,,,,,,,
2016,301,Greeneville,15,Eastview Elementary,96.21,98.24,,,,,,,,,,,,,,,,,,,
2016,301,Greeneville,20,Greeneville High School,,,,,96.00,0.99,94.55,0.60,94.55,96.34,96.15,66.67,100.00,33.33,,96.15,92.86,84.78,81.82,50.00,
2016,301,Greeneville,25,Greeneville Middle School,95.23,99.68,,,,,,,,,,,,,,,,,,,
2016,301,Greeneville,30,Highland Elementary,95.95,98.86,,,,,,,,,,,,,,,,,,,
2016,301,Greeneville,35,Tusculum View Elementary,96.13,98.38,,,,,,,,,,,,,,,,,,,
2016,301,Greeneville,1010,Greeneville/Greene Co Center For Technology,,,,,,,,100.00,,,,,,,,,,,,,
2016,310,Grundy County,15,Coalmont Elementary,94.91,98.28,,,,,,,,,,,,,,,,,,,
2016,310,Grundy County,20,Grundy Academy,,,,,,,,,,,,,,,,,,,,,
2016,310,Grundy County,25,Grundy County High School,,,,,93.77,4.00,96.00,1.01,96.00,95.92,,100.00,100.00,100.00,,94.44,97.44,100.00,84.62,100.00,
2016,310,Grundy County,35,North Elementary,95.67,97.72,,,,,,,,,,,,,,,,,,,
2016,310,Grundy County,40,Palmer Elementary,99.38,94.84,,,,,,,,,,,,,,,,,,,
2016,310,Grundy County,45,Pelham Elementary,95.97,97.46,,,,,,,,,,,,,,,,,,,
2016,310,Grundy County,60,Swiss Memorial Elementary,98.52,95.50,,,,,,,,,,,,,,,,,,,
2016,310,Grundy County,65,Tracy Elementary,95.12,93.19,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,5,Alpha Elementary,95.54,100.00,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,7,East Ridge Middle School,99.02,100.00,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,10,Fairview Marguerite,95.59,100.00,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,11,Hamblen County Alternative School,90.00,100.00,,,83.87,,,6.42,,,,,,,,,,,,,
2016,320,Hamblen County,12,Hillcrest Elementary,96.42,99.64,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,14,John Hay Elementary,96.00,100.00,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,15,Manley Elementary,95.28,99.81,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,18,Lincoln Heights Elementary,94.76,99.61,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,20,Russellville Elementary,95.92,98.62,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,27,Lincoln Heights Middle School,97.62,100.00,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,30,Union Heights Elementary,95.96,100.00,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,33,West View Middle School,98.05,99.02,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,35,Whitesburg Elementary,96.25,98.72,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,37,Meadowview Middle School,96.93,97.04,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,40,Witt Elementary,95.11,100.00,,,,,,,,,,,,,,,,,,,
2016,320,Hamblen County,42,Morristown East High,,,,,99.23,3.41,94.43,0.93,94.43,93.55,90.91,100.00,100.00,,,91.25,97.55,93.55,81.40,100.00,
2016,320,Hamblen County,45,Morristown West High,,,,,95.02,4.29,94.17,1.62,94.17,93.77,92.86,97.73,100.00,100.00,50.00,92.13,96.62,92.86,62.50,100.00,
2016,320,Hamblen County,48,West Elementary,95.98,100.00,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,5,Allen Elementary,96.10,98.40,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,10,Alpine Crest Elementary,95.22,98.63,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,13,Apison Elementary School,96.55,98.62,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,16,Battle Academy For Teaching  Learning,95.83,99.40,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,17,Bess T Shepherd Elementary,96.42,100.00,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,19,Big Ridge Elementary,96.19,99.16,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,21,Brainerd High School,,,,,87.50,19.15,72.87,5.68,72.87,50.00,73.77,33.33,,,,67.00,79.55,87.21,59.38,50.00,
2016,330,Hamilton County,33,Tommie F. Brown International Academy,95.34,97.83,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,35,Brown Middle School,93.18,97.75,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,37,Calvin Donaldson Environmental Science Academy,94.34,99.22,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,40,Central High School,,,,,92.24,10.61,82.83,2.75,82.83,84.38,80.41,100.00,,100.00,,79.59,86.00,80.56,64.00,100.00,
2016,330,Hamilton County,41,Normal Park Museum Magnet School,96.74,97.64,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,45,Chatt High Center For Creative Arts,95.80,98.74,,,94.86,1.25,98.75,0.00,98.75,97.92,100.00,100.00,100.00,,100.00,95.83,100.00,100.00,100.00,100.00,
2016,330,Hamilton County,46,Chattanooga School For Arts And Sciences CSAS Upper,96.82,97.72,,,96.29,1.20,97.59,0.43,97.59,96.97,100.00,50.00,100.00,,,97.06,97.96,93.33,83.33,0.00,
2016,330,Hamilton County,47,Chattanooga School For The Arts And Science CSAS Lower,97.24,98.07,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,48,Clifton Hills Elementary,95.76,99.03,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,50,Daisy Elementary,95.37,100.00,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,51,McConnell Elementary,95.76,97.95,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,55,Dalewood Middle School,93.81,96.55,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,58,Dupont Elementary,94.85,100.00,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,59,East Hamilton School,95.44,100.00,,,93.33,4.24,91.10,2.46,91.10,91.95,80.00,100.00,100.00,,,84.13,99.09,68.75,56.52,100.00,
2016,330,Hamilton County,62,East Brainerd Elementary,95.80,99.56,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,63,East Lake Elementary,94.48,99.51,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,64,East Lake Academy Of Fine Arts,94.09,100.00,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,65,East Ridge Elementary,95.28,99.20,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,70,East Ridge High School,,,,,89.05,14.80,79.08,4.00,79.08,76.67,88.33,69.05,100.00,,,75.97,85.07,91.30,50.00,66.67,
2016,330,Hamilton County,75,East Ridge Middle School,94.74,98.33,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,78,East Side Elementary,96.76,99.83,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,80,Falling Water Elementary,94.94,96.07,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,85,Middle Valley Elementary,95.82,97.93,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,86,Hamilton County Collegiate High at Chattanooga State,,,,,98.29,0.00,100.00,2.04,100.00,100.00,100.00,,100.00,,,100.00,100.00,,,,
2016,330,Hamilton County,90,Harrison Elementary,96.14,98.72,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,95,Hamilton County High School,,,,,98.45,11.19,70.15,14.68,70.15,67.44,76.32,75.00,50.00,,,71.43,68.42,35.29,75.00,0.00,
2016,330,Hamilton County,97,Barger Academy,96.25,99.25,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,100,Hunter Middle School,94.94,98.01,,,,,,0.00,,,,,,,,,,,,,
2016,330,Hamilton County,110,Hardy Elementary School,93.55,99.58,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,120,Loftis Middle School,95.43,98.50,,,,,,0.00,,,,,,,,,,,,,
2016,330,Hamilton County,125,Lookout Mountain Elementary,95.95,98.84,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,127,Hixson Elementary,95.55,99.56,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,128,Hixson High School,,,,,92.48,9.57,80.87,2.32,80.87,82.47,73.33,80.95,88.89,100.00,,79.13,82.61,81.48,50.00,25.00,
2016,330,Hamilton County,129,Hixson Middle School,94.14,98.82,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,133,Hillcrest Elementary,95.79,98.96,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,137,The Howard School,,,,,86.18,12.60,67.72,6.22,67.72,85.71,68.18,50.00,,,,55.56,76.71,73.49,46.67,42.86,
2016,330,Hamilton County,147,North Hamilton Elementary,95.20,99.71,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,148,Wolftever Creek Elementary,95.07,99.63,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,149,Nolan Elementary,96.98,98.71,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,155,Ooltewah Elementary,95.58,97.37,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,157,Ooltewah Middle School,94.77,99.48,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,159,Lakeside Academy,95.66,99.53,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,160,Ooltewah High School,,,,,92.20,7.38,84.70,1.61,84.70,86.44,78.41,88.46,92.86,0.00,100.00,78.53,91.43,82.69,52.78,87.50,
2016,330,Hamilton County,162,Chattanooga School For The Liberal Arts,97.45,99.31,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,165,Lookout Valley Middle / High School,95.15,93.13,,,95.14,9.52,83.33,2.59,83.33,78.13,100.00,100.00,100.00,,,75.00,94.44,80.00,37.50,100.00,
2016,330,Hamilton County,171,Red Bank Elementary,95.45,98.79,,,,,,,,,,,,,,,,,,,
2016,330,Hamilton County,175,Red Bank High School,,,,,91.12,13.83,75.00,4.26,75.00,74.23,75.38,73.91,100.00,,,73.96,76.09,78.95,52.00,37.50,
